group,time,mu,outcome
28,47,19251.71653569125,19128.235585308867
28,48,19253.858409208762,19405.318858877537
28,49,19255.667737811636,19307.044931282115
28,50,19257.19612769328,19331.153683490866
29,1,3747.7516390780143,3607.6382134988216
29,2,4958.393339000979,4855.962695481629
29,3,6256.959713463659,6342.435912570795
29,4,7591.208845033754,7654.447983713344
29,5,8913.939891900427,8978.1462310525
29,6,10186.801359594661,10051.622853611563
29,7,11381.727932481775,11310.392943512505
29,8,12480.638621719452,12424.577070910673
29,9,13474.100477022206,13497.429385233963
29,10,14359.543956591426,14439.445292429795
29,11,15139.434534330645,15327.995638586211
29,12,15819.634306572058,16002.290972613702
29,13,16408.05779912722,16283.015866030637
29,14,16913.64195675408,16986.149326451232
29,15,17345.603409513726,17220.612514177792
29,16,17712.935364588397,17693.893060371356
29,17,18024.091820694368,18110.11616377159
29,18,18286.810777515173,18199.26221224148
29,19,18508.03581865324,18361.640088366927
29,20,18693.90400855307,18722.081701964114
29,21,18849.775976075296,18741.865321126705
29,22,18980.290737420277,18811.261542478336
29,23,19089.433102915977,19082.185695014574
29,24,19180.605522544472,19254.9538570479
29,25,19256.69915858634,19355.07773321231
29,26,19320.161054088916,19154.545878074467
29,27,19373.05569776631,19282.78238403972
29,28,19417.12024062405,19272.668400906852
29,29,19453.813232411572,19326.392288701893
29,30,19484.35711983444,19539.596313131387
29,31,19509.77495925242,19465.322460286876
29,32,19530.921899076355,19407.810300903115
29,33,19548.512019872476,19488.56452738602
29,34,19563.141110001277,19656.435083174645
29,35,19575.305919568014,19400.392848190593
29,36,19585.42038754669,19522.47035569144
29,37,19593.829283899315,19355.683010544577
29,38,19600.81965516271,19520.238961913263
29,39,19606.630411154896,19652.763553555003
29,40,19611.460343695522,19526.50162113417
29,41,19615.474826225905,19523.832214100497
29,42,19618.811406111978,19729.66050797864
29,43,19621.58446905829,19683.5304878135
29,44,19623.889127117138,19489.543664564084
29,45,19625.804457822407,19433.060385705783
29,46,19627.39620156415,19725.443067975804
29,47,19628.719007004533,19501.11054485022
29,48,19629.818299703762,19546.53954698693
29,49,19630.731836796855,19613.841307721956
29,50,19631.491000201808,19570.923165254113
30,1,3882.7260425855143,3916.1447281764995
30,2,5217.054966740396,5252.065383468839
30,3,6643.043326050914,6450.445970404145
30,4,8094.884140848465,7912.54518871294
30,5,9515.50183128468,9637.030018139903
30,6,10861.088941697997,10899.942320643644
30,7,12102.117094637457,12014.707748986324
30,8,13222.028372712677,13255.013673393605
30,9,14214.76866676062,14256.192158618653
30,10,15082.01940170663,15213.793547333029
30,11,15830.641668460403,15848.850421219824
30,12,16470.572432611876,16418.584642432066
30,13,17013.231968954537,17086.011632920538
30,14,17470.402210348802,17461.059954531192
30,15,17853.492928120653,17641.702269051544
30,16,18173.103851898646,18171.40163206594
30,17,18438.799321953862,18568.148135509942
30,18,18659.02732180746,18494.721835710407
30,19,18841.130931719043,18855.118855760353
30,20,18991.414620801064,19007.708880523445
30,21,19115.23939822715,19295.871376048726
30,22,19217.129642886863,19177.745207942793
30,23,19300.88080252316,19293.28955759425
30,24,19369.661594488145,19418.299626168333
30,25,19426.10732832975,19531.427254433696
30,26,19472.40290833453,19407.10073338568
30,27,19510.355277530198,19462.386428912276
30,28,19541.45576903094,19638.43387376918
30,29,19566.933205615966,19556.69785547953
30,30,19587.7987528086,19577.284694080092
30,31,19604.883565574804,19564.029747213335
30,32,19618.870228200467,19593.51937233173
30,33,19630.318906173175,19588.999575995364
30,34,19639.68903028989,19690.0372405182
30,35,19647.35723035411,19587.714750368403
30,36,19653.63213660702,19513.3296147277
30,37,19658.766575659993,19590.85508754169
30,38,19662.96760604457,19655.452054648704
30,39,19666.404767047152,19639.16788906856
30,40,19669.216852912836,19735.564663373283
30,41,19671.517472016832,19799.39814877547
30,42,19673.39960624955,19655.697352350286
30,43,19674.93934862798,19545.679938412224
30,44,19676.198966049593,19911.892030114956
30,45,19677.22940823877,19770.564302030456
30,46,19678.072362489707,19635.967463117595
30,47,19678.761936073566,19586.034310736748
30,48,19679.326033540616,19488.31014208097
30,49,19679.787484087974,19605.222267585832
30,50,19680.16496424053,19807.774244911394
31,1,3841.1565116404054,3830.757615826188
31,2,5213.853199472371,5167.872732535323
31,3,6686.59924534301,6924.764262893209
31,4,8188.052744778493,8197.016145359039
31,5,9656.356914254256,9676.402361771126
31,6,11044.32576494019,11145.439418904058
31,7,12320.554356233013,12310.44229769347
31,8,13467.877573796104,13364.495142598562
31,9,14480.540597905278,14347.789999809109
31,10,15361.070925260115,15458.652348154985
31,11,16117.431436632154,16129.378397914395
31,12,16760.712096317508,16846.710401439195
31,13,17303.411515622476,17395.118983290096
31,14,17758.250064469266,17853.76732142087
31,15,18137.412414215392,18234.262763709674
31,16,18452.111649665992,18355.118367157156
31,17,18712.379773302342,18755.08746025312
31,18,18927.00856849382,18928.91588326665
31,19,19103.584034076783,19153.389728838756
31,20,19248.574143441707,19606.159697167255
31,21,19367.442700989526,19387.528867518497
31,22,19464.771729247048,19507.394457627255
31,23,19544.381672129774,19358.442876934514
31,24,19609.443376635565,19657.667606635852
31,25,19662.578891307287,19662.24989908323
31,26,19705.950062826647,19678.710735532553
31,27,19741.3350787288,19692.000333364726
31,28,19770.193754563574,19718.922003293756
31,29,19793.722681329244,19805.76651409012
31,30,19812.901459540004,19888.39532553723
31,31,19828.53123409916,19996.952239045204
31,32,19841.266664238286,19942.747879442966
31,33,19851.642350093156,19896.613474872993
31,34,19860.094613491612,19829.29017518688
31,35,19866.97940783041,20100.400589278164
31,36,19872.587017403883,19846.573428123673
31,37,19877.15410351408,19799.401437038494
31,38,19880.873564248443,19818.02920524035
31,39,19883.902596794807,19940.533913870164
31,40,19886.369284723023,20055.922888000354
31,41,19888.377976621094,19897.000230051526
31,42,19890.013675549842,19808.426716919297
31,43,19891.34561971271,19866.198173189532
31,44,19892.430202355805,19875.515497564083
31,45,19893.31335216722,19850.104834841077
31,46,19894.03247341478,19991.781752922772
31,47,19894.618026956552,19927.28308224269
31,48,19895.0948184057,19886.731124395865
31,49,19895.483047563688,19876.02816402801
31,50,19895.7991632799,19711.655018585694
32,1,3869.702181934628,3915.7587650130226
32,2,5184.206227433867,5159.570619790924
32,3,6596.82363939952,6670.869526050263
32,4,8045.799467872258,8108.470429520281
32,5,9476.037568504,9422.846937401511
32,6,10843.72781932482,10706.927682722533
32,7,12117.85207123083,11960.126927109312
32,8,13279.492427088062,13249.103756774903
32,9,14319.917000392981,14395.891960535906
32,10,15238.215827096525,15148.473802681643
32,11,16038.989894829461,16080.022481868169
32,12,16730.35984492291,16820.423294298384
32,13,17322.39260675011,17202.463210366153
32,14,17825.942466947083,17780.828690151106
32,15,18251.85203423952,18275.186566755987
32,16,18610.440560201132,18870.903778276577
32,17,18911.207784926868,18923.912169946427
32,18,19162.69105104046,19206.583892327926
32,19,19372.42590317119,19303.902800800755
32,20,19546.972575542346,19471.421333137852
32,21,19691.981243666327,19626.129884740694
32,22,19812.277260607098,19793.508458104487
32,23,19911.95390743967,20031.471507481983
32,24,19994.464768867594,19990.643044405235
32,25,20062.711058809444,20150.38076729474
32,26,20119.12140284887,20040.390823674326
32,27,20165.723015644853,20022.31613472661
32,28,20204.20411217317,20185.897231851803
32,29,20235.96792768977,20238.507744148723
32,30,20262.17901311403,20048.170659429263
32,31,20283.802605568693,20181.20068263452
32,32,20301.63790728358,20215.345864897397
32,33,20316.346080109022,20372.335705099034
32,34,20328.473704100226,20291.519262698046
32,35,20338.47237421797,20501.981202914336
32,36,20346.71502990198,20233.52401581135
32,37,20353.50953455078,20538.650108352627
32,38,20359.10994938091,20458.242239945313
32,39,20363.72588050619,20458.011538225266
32,40,20367.53021999639,20264.663983581657
32,41,20370.665551080743,20145.000727519866
32,42,20373.249444105226,20387.761433602736
32,43,20375.378832687733,20374.624613200864
32,44,20377.133628023315,20201.695888410053
32,45,20378.579702750943,20318.048475336072
32,46,20379.771353520908,20385.628530558562
32,47,20380.753332775686,20359.535709954125
32,48,20381.562524722594,20399.963589882354
32,49,20382.22932754946,20371.96995254971
32,50,20382.778793196263,20340.834463183237
33,1,3666.4810768025936,3590.6628558231478
33,2,4857.611282247605,4879.650228552498
33,3,6137.088706232419,6177.43628776399
33,4,7453.378285371576,7371.428411572546
33,5,8759.741624843711,8571.550499129658
33,6,10018.066366437231,10001.611332268007
33,7,11200.349133286943,11259.728761208955
33,8,12288.445965763069,12382.711449309298
33,9,13272.783294059158,13321.84177572265
33,10,14150.610678071373,14158.003870768996
33,11,14924.1991250874,14967.491242792818
33,12,15599.220086267032,15719.7483309833
33,13,16183.411425286118,16145.427866123202
33,14,16685.552430501564,16688.442487920325
33,15,17114.722715282882,17280.528725341668
33,16,17479.798677885083,17453.55011208142
33,17,17789.136146623558,17788.842409458597
33,18,18050.391495436565,18213.111282269638
33,19,18270.440988494134,18167.572941648916
33,20,18455.36651367504,18430.22993285046
33,21,18610.483691354988,18609.120169164646
33,22,18740.394958962,18667.185105365294
33,23,18849.05548454363,18791.72791663512
33,24,18939.84375152934,18907.457374326917
33,25,19015.631579986715,19013.71520379028
33,26,19078.850426219935,18977.278426385663
33,27,19131.55223443243,19287.383485065075
33,28,19175.464070786493,19307.772452585315
33,29,19212.036385798267,19276.440308726415
33,30,19242.48512787281,19422.68807789654
33,31,19267.828144516447,19311.359566071726
33,32,19288.916412922565,19285.594048806823
33,33,19306.460676762825,19431.583043525585
33,34,19321.05405783359,19336.997295729147
33,35,19333.191177837918,19441.399181991
33,36,19343.284279063406,19384.80999541957
33,37,19351.676780825426,19340.701407888588
33,38,19358.65465613621,19396.91503620262
33,39,19364.45596300674,19337.233856401926
33,40,19369.27881865365,19363.16555485178
33,41,19373.288063379023,19275.96659961255
33,42,19376.620824197824,19331.116640319742
33,43,19379.391156262416,19375.147550679285
33,44,19381.69391245662,19453.889417899823
33,45,19383.60796779278,19415.299616673965
33,46,19385.19890500554,19338.372826049694
33,47,19386.521250561113,19394.03114588933
33,48,19387.620335781798,19412.381687443904
33,49,19388.53384554951,19379.771695508352
33,50,19389.293106764908,19467.9503632669
34,1,3825.4152747719,3695.1661583408704
34,2,5014.420912611589,5058.874295647823
34,3,6292.711936255614,6223.480136409739
34,4,7613.368750317136,7642.716201346467
34,5,8932.93774083965,9037.59354967899
34,6,10214.921779757344,10106.220670806139
34,7,11431.3786128956,11542.432965724636
34,8,12563.041376124274,12395.189422032265
34,9,13598.477699316021,13529.987986637063
34,10,14532.752424013164,14351.878300330987
34,11,15365.941666287092,15268.049469209463
34,12,16101.720816191339,16224.726758790963
34,13,16746.14503755002,16669.555802903058
34,14,17306.66674964864,17410.544293270068
34,15,17791.388372660305,17808.815493484577
34,16,18208.523944335833,18373.48833441969
34,17,18566.033171514,18612.799686764494
34,18,18871.39030704435,18909.13835730567
34,19,19131.453768066396,18958.941797278254
34,20,19352.40791465027,19365.16850745961
34,21,19539.754282680213,19514.050241190103
34,22,19698.33497181849,19720.057232009098
34,23,19832.37547063845,19916.166622669512
34,24,19945.537876383674,20108.891693353118
34,25,20040.978299213224,20045.251631246992
34,26,20121.404354170318,20184.466359162467
34,27,20189.130177171515,20192.63810722105
34,28,20246.127484039396,20160.916599046708
34,29,20294.071935292854,20325.114074485504
34,30,20334.3845641997,20363.102763515075
34,31,20368.26834171867,20370.749206297638
34,32,20396.740142578106,20484.46127008254
34,33,20420.658481178893,20411.78397798087
34,34,20440.747432784174,20387.8801175939
34,35,20457.617164871015,20469.968037297305
34,36,20471.78148977437,20330.87771494354
34,37,20483.6728226025,20452.484932518983
34,38,20493.654894399402,20361.058986461303
34,39,20502.03353396368,20386.933950343875
34,40,20509.065795315633,20607.077377433092
34,41,20514.967673162366,20495.494244470607
34,42,20519.9206167403,20687.656317433342
34,43,20524.077023528604,20578.163222800464
34,44,20527.56486863041,20415.75043619881
34,45,20530.49160302394,20708.054639120954
34,46,20532.947434197114,20352.106712066554
34,47,20535.008085642792,20638.413146246236
34,48,20536.737117033405,20428.152539590523
34,49,20538.187874336953,20552.80298231825
34,50,20539.4051284197,20551.074123311195
35,1,3885.340888661396,3864.8175547569936
35,2,5102.693418685432,5035.563762876861
35,3,6409.648438376725,6396.749749710705
35,4,7756.9639452588945,7750.682920357828
35,5,9099.440323773653,9042.240881740807
35,6,10399.532093705759,10466.184509776442
35,7,11628.905774033634,11734.599639819371
35,8,12768.42739635954,12686.207161040502
35,9,13807.156870924398,13731.432615874844
35,10,14740.855021136085,14749.22951804473
35,11,15570.371914898593,15622.20896778482
35,12,16300.145234129424,16206.758197799834
35,13,16936.92461669701,16843.92100497496
35,14,17488.75982803069,17675.90034139884
35,15,17964.243529534888,17988.36336282684
35,16,18371.975501930752,18415.747301994583
35,17,18720.206560128412,18703.918035433133
35,18,19016.62072233512,18971.533934172203
35,19,19268.219018912772,19290.604903804022
35,20,19481.27483314379,19378.92953568505
35,21,19661.33725657938,19743.83848105449
35,22,19813.26482416013,19724.296545690817
35,23,19941.276869292098,20067.786035802976
35,24,20049.01357981954,20165.733379220568
35,25,20139.598748320444,20307.718182324617
35,26,20215.701350242205,20004.148798690847
35,27,20279.593612106164,20285.183261702645
35,28,20333.204294115487,20482.00500015693
35,29,20378.166627617666,20333.675693652123
35,30,20415.860813671356,20480.377955183776
35,31,20447.451277717075,20584.51202198645
35,32,20473.91904167565,20424.946399402208
35,33,20496.08965852626,20376.94760540996
35,34,20514.657184028867,20400.42633067971
35,35,20530.204655750407,20555.31481050288
35,36,20543.221524709577,20603.70141927775
35,37,20554.118449074278,20699.037374075848
35,38,20563.239818557446,20572.9134573337
35,39,20570.874336374458,20533.69243835841
35,40,20577.2639452373,20594.045783776884
35,41,20582.611346227724,20527.036595203215
35,42,20587.086325191674,20689.07140501308
35,43,20590.831070769716,20404.800728162823
35,44,20593.964641288963,20586.89194282835
35,45,20596.58671429651,20512.383521893025
35,46,20598.78073223131,20675.999781278442
35,47,20600.616540293475,20605.218585702474
35,48,20602.152597651042,20557.737602286867
35,49,20603.437830411684,20472.759422857875
35,50,20604.51318398877,20684.54650578701
36,1,3826.0800842301815,3906.9199423763703
36,2,5127.293690951187,5203.392106852019
36,3,6523.6982809755455,6527.279901278676
36,4,7953.589452704214,7902.622415626014
36,5,9362.262020279866,9279.811937383061
36,6,10706.545457795333,10614.464156522334
36,7,11956.184598503098,11947.253004150696
36,8,13093.03120776058,13247.922150504477
36,9,14109.0440398761,14280.925880821418
36,10,15003.87545704933,15109.029455240869
36,11,15782.542628010546,15716.8200018807
36,12,16453.440778490996,16467.81211797821
36,13,17026.78757392747,17040.71770775413
36,14,17513.487789406397,17305.014547710747
36,15,17924.35870625456,18046.854384151262
36,16,18269.640747808204,18425.103347318876
36,17,18558.720126033408,18624.14880474471
36,18,18800.000864382488,18878.035136111717
36,19,19000.87662613593,18935.269361181643
36,20,19167.76525006422,19145.602895838452
36,21,19306.179463182903,19240.218016885734
36,22,19420.81556974597,19425.91812434082
36,23,19515.64815583999,19612.32408467196
36,24,19594.023341887852,19652.404208774813
36,25,19658.746240716264,19617.34512097561
36,26,19712.160381799393,19774.606365625023
36,27,19756.218227346348,19738.473576038545
36,28,19792.54275383862,19708.960203564693
36,29,19822.480567850387,19985.78542846502
36,30,19847.147286147443,19938.673571342973
36,31,19867.46602062268,19460.623349127647
36,32,19884.199825976022,20004.144579924334
36,33,19897.97893078862,19889.10439029411
36,34,19909.32350614052,19921.001227466157
36,35,19918.662646400528,19901.718810398546
36,36,19926.350154292802,19875.035595020778
36,37,19932.677642701474,20037.204944373603
36,38,19937.885392099517,19696.69745453903
36,39,19942.171336451403,19779.34163031372
36,40,19945.698492351334,20078.510249007737
36,41,19948.6010958072,19949.10840070262
36,42,19950.989667910617,19857.034804553743
36,43,19952.955193929876,19821.99169414978
36,44,19954.57256935902,20041.370982822285
36,45,19955.90344040042,19867.381224775694
36,46,19956.998544549147,19903.87130053679
36,47,19957.899638751485,20020.664896000017
36,48,19958.641087468022,19903.578120292776
36,49,19959.25117039734,19935.293932787125
36,50,19959.75315919201,19898.33507952165
37,1,3901.7754056905655,3752.791334619502
37,2,5223.216530453406,5044.756912665732
37,3,6646.215995999173,6664.015452212448
37,4,8109.722363268261,8094.323187745997
37,5,9558.724910891167,9467.73729933962
37,6,10948.954505011494,11010.653502916204
37,7,12248.56284012638,12276.689900584364
37,8,13437.624706379134,13439.598094033923
37,9,14506.388012243327,14469.923927389415
37,10,15453.023302827145,15371.367504218764
37,11,16281.375382232254,16429.624413670474
37,12,16998.99370252385,16911.062526335645
37,13,17615.552878179144,17671.871579243863
37,14,18141.67172799511,18077.25389921483
37,15,18588.085332119554,18751.82791727767
37,16,18965.103543801066,19019.12056209095
37,17,19282.287570701857,19373.50617142342
37,18,19548.28398732369,19475.249489496924
37,19,19770.76683503333,19716.63850678235
37,20,19956.449974706018,20010.866879584704
37,21,20111.1420001785,20247.002002214183
37,22,20239.824253236486,20301.115075930084
37,23,20346.73880251958,20048.059170191096
37,24,20435.477904404474,20360.406231494922
37,25,20509.06977544314,20432.20010712349
37,26,20570.05778721535,20666.806550080502
37,27,20620.571715447986,20488.787163278306
37,28,20662.39065202983,20740.9621278198
37,29,20696.997786080836,20485.137601584363
37,30,20725.62760021395,20730.05386560143
37,31,20749.30619792637,20674.44327026308
37,32,20768.88553896915,20555.035268127016
37,33,20785.072353663203,20637.05777775687
37,34,20798.45246275415,20768.45257622481
37,35,20809.51116510897,20751.754224974622
37,36,20818.65028321683,20914.2114424838
37,37,20826.20238335965,20778.466331640666
37,38,20832.442617712553,20780.99180149505
37,39,20837.598571774226,20984.501424142345
37,40,20841.85844339533,20932.685062519973
37,41,20845.37782946892,20881.301796767486
37,42,20848.28535280936,20685.6674702009
37,43,20850.68732436536,20977.625543305014
37,44,20852.67160406398,20859.036046797748
37,45,20854.310796609516,20861.91329416743
37,46,20855.66489582606,20772.106733490622
37,47,20856.783472041447,20712.116073955094
37,48,20857.7074810281,20701.39585919775
37,49,20858.470759669195,20828.713992883993
37,50,20859.10126239434,20657.551891329695
38,1,3903.779816435909,3925.976314449114
38,2,5223.137252748119,5212.27548433815
38,3,6635.846901215257,6620.511979315586
38,4,8079.362005485863,8073.908855659561
38,5,9498.607163071896,9524.163872003463
38,6,10850.431332065516,10852.350815449885
38,7,12104.865143510715,12193.008572586863
38,8,13244.19143082587,13281.563050080644
38,9,14260.84900505935,14196.56086069462
38,10,15154.954001437061,15197.998462006413
38,11,15931.933749928508,15826.94017878609
38,12,16600.52383114502,16593.241475360555
38,13,17171.2102390229,17263.69217302423
38,14,17655.099879545523,17631.53117216292
38,15,18063.15558553315,17952.38450642846
38,16,18405.717423201004,18404.576773946435
38,17,18692.235495704826,18727.7747382909
38,18,18931.150846369434,18890.77452543759
38,19,19129.8746306428,19221.780527722807
38,20,19294.82848294236,19490.294270052298
38,21,19431.519713056437,19390.544147907527
38,22,19544.63334884613,19579.70213256156
38,23,19638.129285751824,19655.564773399914
38,24,19715.33727567069,19789.480788577803
38,25,19779.045582590228,19653.6218639563
38,26,19831.58120333554,19736.92290720581
38,27,19874.880887468167,19851.0260785017
38,28,19910.553013204364,20004.13386301968
38,29,19939.93085093758,20043.451788157246
38,30,19964.11799087865,19926.586093807997
38,31,19984.026809332903,19889.308689809182
38,32,20000.410855946484,19850.291151224825
38,33,20013.8919998578,19917.915532456722
38,34,20024.98310091555,20142.839530638645
38,35,20034.106888752474,20134.254261400405
38,36,20041.611647199385,20190.789019536067
38,37,20047.784219897505,19933.044246053538
38,38,20052.86077799673,20150.588783858355
38,39,20057.035723824505,19994.13004734609
38,40,20060.469045667058,20124.122166785386
38,41,20063.292388020942,20084.697811312133
38,42,20065.61405822927,20116.264531028402
38,43,20067.523153551167,19963.56432025142
38,44,20069.092961623726,19891.870307755144
38,45,20070.383761186764,20086.50734830838
38,46,20071.445128132797,20189.35301855252
38,47,20072.31783377215,20129.319092989608
38,48,20073.035407097588,19955.633730701607
38,49,20073.625420302065,19921.60134067302
38,50,20074.110546425403,20186.06093020127
39,1,3809.7557414234525,3694.0551542818816
39,2,5168.783203647309,5096.848968855308
39,3,6620.535628143971,6514.100116552475
39,4,8093.264188827995,8239.932300263552
39,5,9525.846557082794,9503.629723491917
39,6,10872.64341983647,10785.175551800941
39,7,12104.190495308865,12029.086862754846
39,8,13205.291588973603,13308.413463354782
39,9,14171.93882285136,14239.606924347709
39,10,15008.054324920397,15125.203288287612
39,11,15722.60746072331,15700.4749421
39,12,16327.331848903457,16496.582423211097
39,13,16835.064033322218,16838.333246387236
39,14,17258.62437421645,17338.537713110945
39,15,17610.125095763604,17692.56152156429
39,16,17900.59103896639,18011.8999063251
39,17,18139.79559813392,18280.222916015027
39,18,18336.235942503976,18405.722276525106
39,19,18497.192098935735,18443.73004581053
39,20,18628.831454369716,18460.30902908178
39,21,18736.333257373797,18607.21675102366
39,22,18824.0171468396,18887.86098184788
39,23,18895.46630087296,18780.97539508989
39,24,18953.640187142333,19182.750580254473
39,25,19000.97471683537,19051.119766207416
39,26,19039.46933765445,19099.23471579271
39,27,19070.761603670246,19045.373068524495
39,28,19096.190286095178,18992.400172411424
39,29,19116.848315425294,19085.077705484033
39,30,19133.62689068643,19069.425602949686
39,31,19147.252033703702,19059.063204940703
39,32,19158.314755277657,19294.384939773117
39,33,19167.295866830882,19082.833046683816
39,34,19174.586333910433,19105.83385607544
39,35,19180.50393723747,19027.637887796714
39,36,19185.306888028248,19191.77823738803
39,37,19189.20493918813,19307.933024624457
39,38,19192.3684429813,19130.077282449507
39,39,19194.935728163324,19209.952693023184
39,40,19197.019104085073,19016.761579731992
39,41,19198.709744493477,19265.472931265762
39,42,19200.081658210573,19264.26950925078
39,43,19201.19491619677,19327.036679747052
39,44,19202.098273457632,19385.291699598056
39,45,19202.83129874846,19102.057263290808
39,46,19203.426104128906,19264.704833618023
39,47,19203.908749323025,19107.779064800696
39,48,19204.300381878216,19085.740075769103
39,49,19204.618162727857,19231.46076433996
39,50,19204.876017483046,18849.648149953136
40,1,3667.148396926819,3675.3906743354314
40,2,4796.635773978431,4735.880353008397
40,3,6009.226355248568,6023.448814408608
40,4,7260.74655333838,7308.646859996398
40,5,8510.385996199535,8529.01230005689
40,6,9723.922396979531,9810.52883179506
40,7,10875.184675069495,10936.791144602976
40,8,11946.14464696328,11937.76183224525
40,9,12926.118692689492,12878.626234906335
40,10,13810.511250387304,13994.31701420938
40,11,14599.422545906149,14583.82954220389
40,12,15296.326796650097,15105.75548777593
40,13,15906.930707896434,16065.497396595021
40,14,16438.253427719585,16704.49113689751
40,15,16897.926288265677,16841.49284332326
40,16,17293.687752369242,17197.463484940254
40,17,17633.039633545817,17842.160400932287
40,18,17923.029539919477,18062.04140802314
40,19,18170.12774665282,18097.27623305094
40,20,18380.171804618712,18415.732093267146
40,21,18558.357653074512,18641.061385967158
40,22,18709.261037945493,18601.955755389718
40,23,18836.877309178653,18783.777700493138
40,24,18944.671103030287,18790.200193986224
40,25,19035.630064381865,19209.016354972602
40,26,19112.318744013868,18995.83710428265
40,27,19176.93024435513,19180.371535174232
40,28,19231.33420507804,19207.21881791963
40,29,19277.120420478383,19203.92489781712
40,30,19315.637847819857,19275.924350321908
40,31,19348.029065279978,19453.750352297415
40,32,19375.26041951094,19327.909413189718
40,33,19398.14820295284,19467.030097274994
40,34,19417.381246657602,19546.06193441282
40,35,19433.54032458321,19401.62526962126
40,36,19447.1147534741,19446.711419318755
40,37,19458.516547757208,19694.54961503173
40,38,19468.092457553415,19428.53843062509
40,39,19476.13418400104,19406.305259498993
40,40,19482.887032193397,19527.501465345445
40,41,19488.55722970484,19472.850191930986
40,42,19493.318108784682,19456.075816824632
40,43,19497.31532324438,19429.000859432876
40,44,19500.67124696296,19478.186417227633
40,45,19503.48867972016,19530.609509906222
40,46,19505.85396756017,19437.334178466182
40,47,19507.839628860595,19467.256263844454
40,48,19509.506563477968,19530.250976928568
40,49,19510.905910507703,19580.91195034583
40,50,19512.0806100892,19436.009309922003
41,1,3711.604485638679,3595.900223066065
41,2,4937.4432018206835,5016.468577629578
41,3,6253.704323096682,6356.572827692932
41,4,7605.5340961190295,7625.777577226799
41,5,8943.5927962684,9084.781619556903
41,6,10228.117186914535,10103.368990778856
41,7,11430.375237784905,11494.66229468792
41,8,12532.23781821382,12832.826241081568
41,9,13524.658207478764,13312.30859946933
41,10,14405.70524818914,14283.582179529089
41,11,15178.585929221166,15231.73943255573
41,12,15849.901052797,15969.047225616841
41,13,16428.23552416582,16345.293664356679
41,14,16923.094997539996,16815.051499360445
41,15,17344.15254537124,17321.65867884346
41,16,17700.749349746886,17797.075056912254
41,17,18001.590669469493,18158.341340535142
41,18,18254.5842559569,18268.41365164335
41,19,18466.777727793058,18528.992354305505
41,20,18644.361196400827,18560.13649171864
41,21,18792.710207530727,18765.793688160255
41,22,18916.45127902739,19007.20139266958
41,23,19019.53792139031,18993.408604518012
41,24,19105.329202022152,19118.134808012317
41,25,19176.66591603776,19250.162879643645
41,26,19235.941518611224,19413.963398582913
41,27,19285.16638680899,19279.207456707893
41,28,19326.024900363907,19221.69330948163
41,29,19359.925406065115,19262.116314047784
41,30,19388.04346771983,19383.995040581718
41,31,19411.358981625817,19464.649718697317
41,32,19430.68781194059,19559.920690013783
41,33,19446.70860996415,19497.379457939314
41,34,19459.98545250209,19510.268972870275
41,35,19470.986884669368,19297.779323018916
41,36,19480.101893098526,19508.24442463595
41,37,19487.65327366423,19382.314019147172
41,38,19493.908797806565,19602.629198472296
41,39,19499.090525712832,19388.125409480304
41,40,19503.382564158383,19833.274421740785
41,41,19506.937522096465,19532.280833384557
41,42,19509.88187804296,19528.207355541683
41,43,19512.32043957716,19402.675643176866
41,44,19514.34004639341,19583.125079184614
41,45,19516.012643757404,19615.593972768445
41,46,19517.39783241161,19388.91013147385
41,47,19518.544983429572,19517.76815112454
41,48,19519.494991775977,19384.371954998922
41,49,19520.281729973114,19685.115773090412
41,50,19520.933252941104,19461.385603703402
42,1,3927.802904154374,3988.8516090704666
42,2,5223.808051632324,5359.702450554058
42,3,6611.776230618598,6667.509021185987
42,4,8032.995011487792,7948.956835564439
42,5,9435.210928506132,9426.313471271413
42,6,10776.825416762747,10809.352551972872
42,7,12028.25528969542,11805.47283237223
42,8,13171.293470236635,13189.594590798144
42,9,14197.347964265931,14129.923672763027
42,10,15105.257709444799,15299.621312556263
42,11,15899.144507400362,15911.74810353216
42,12,16586.548666298128,16626.995609537804
42,13,17176.94360997825,17256.552067869678
42,14,17680.631101552466,17728.767026232803
42,15,18107.970570955826,18053.207604617754
42,16,18468.877979483626,18484.560206859278
42,17,18772.529005965942,18823.55296781408
42,18,19027.209220964254,18956.311260264985
42,19,19240.26483685191,19343.042994660962
42,20,19418.11857258408,19454.492813684
42,21,19566.324748451534,19635.32598826418
42,22,19689.645463178902,19550.339603946595
42,23,19792.13562923136,19682.898265498072
42,24,19877.228995433612,19922.4731234535
42,25,19947.820377307093,20118.113648887993
42,26,20006.34144201835,20015.952630757907
42,27,20054.828810490875,20049.586054938696
42,28,20094.984146687337,19908.157291806096
42,29,20128.226457707133,20105.78196476657
42,30,20155.737141906953,20205.51782632776
42,31,20178.49847732999,20120.616583283867
42,32,20197.326296527826,20199.697985589737
42,33,20212.897585645438,20197.88796273165
42,34,20225.773701801463,19997.221888524207
42,35,20236.41984064956,20279.549840489086
42,36,20245.221316599887,20095.164340938292
42,37,20252.497148298495,20234.416999337616
42,38,20258.511375547918,20206.72227621711
42,39,20263.482472987856,20208.68165483133
42,40,20267.5911714376,20167.787044422133
42,41,20270.986949999107,20342.827242559357
42,42,20273.793420570477,20371.64611372588
42,43,20276.11279083175,20241.87300502508
42,44,20278.02956144088,20223.198919743154
